,Area Code,Profit,Margin,Sales,COGS,Total Expenses,Marketing,Inventory,Budget Profit,Budget COGS,Budget Margin,Budget Sales,ProductId,clusters,cluster
2134,573,31.0,53.0,89.0,36.0,22.0,10.0,828.0,40.0,40.0,60.0,100.0,6,0,pink
2135,573,70.0,68.0,128.0,46.0,24.0,12.0,777.0,60.0,50.0,80.0,130.0,6,0,pink
2136,573,67.0,70.0,126.0,48.0,25.0,13.0,766.0,60.0,50.0,80.0,130.0,6,0,pink
2137,573,65.0,67.0,119.0,45.0,23.0,12.0,777.0,60.0,50.0,80.0,130.0,6,0,pink
2138,573,39.0,48.0,79.0,32.0,19.0,8.0,841.0,50.0,30.0,60.0,90.0,6,0,pink
2139,573,-11.0,53.0,90.0,37.0,64.0,34.0,261.0,0.0,30.0,40.0,70.0,8,0,pink
2140,573,-6.0,64.0,109.0,45.0,70.0,41.0,320.0,30.0,20.0,60.0,80.0,8,0,pink
2141,573,-8.0,62.0,106.0,44.0,70.0,40.0,325.0,0.0,40.0,50.0,90.0,8,0,pink
2142,573,-17.0,53.0,101.0,37.0,67.0,34.0,261.0,0.0,30.0,40.0,70.0,8,0,pink
2143,573,-12.0,61.0,111.0,43.0,69.0,39.0,256.0,10.0,30.0,60.0,90.0,8,0,pink
2144,573,-9.0,64.0,116.0,45.0,70.0,41.0,320.0,30.0,20.0,60.0,80.0,8,0,pink
2145,573,-41.0,19.0,139.0,120.0,60.0,37.0,1439.0,-20.0,100.0,20.0,120.0,9,1,purple
2146,573,-26.0,23.0,109.0,86.0,49.0,26.0,1698.0,10.0,60.0,20.0,80.0,9,1,purple
2147,573,-9.0,40.0,122.0,82.0,49.0,25.0,1804.0,0.0,70.0,40.0,110.0,9,1,purple
2148,573,16.0,68.0,160.0,92.0,52.0,28.0,1898.0,20.0,80.0,60.0,140.0,9,1,purple
2149,573,-47.0,18.0,109.0,84.0,50.0,26.0,625.0,-20.0,70.0,10.0,80.0,9,0,pink
2150,573,-65.0,11.0,123.0,104.0,55.0,32.0,1574.0,-10.0,80.0,20.0,100.0,9,1,purple
2151,573,11.0,51.0,89.0,38.0,40.0,12.0,256.0,10.0,30.0,40.0,70.0,11,0,pink
2152,573,14.0,47.0,92.0,35.0,40.0,11.0,196.0,10.0,30.0,40.0,70.0,11,0,pink
2153,573,26.0,60.0,104.0,45.0,38.0,14.0,253.0,30.0,30.0,60.0,90.0,11,0,pink
2154,573,19.0,52.0,97.0,39.0,39.0,12.0,248.0,20.0,30.0,50.0,80.0,11,0,pink
2155,573,-9.0,36.0,65.0,29.0,45.0,11.0,169.0,-10.0,20.0,30.0,50.0,12,0,pink
2156,573,-3.0,43.0,78.0,35.0,46.0,13.0,204.0,-10.0,30.0,30.0,60.0,12,0,pink
2157,573,-16.0,25.0,45.0,20.0,41.0,7.0,218.0,-10.0,10.0,20.0,30.0,12,0,pink
2158,573,-10.0,38.0,72.0,30.0,45.0,11.0,165.0,-10.0,20.0,30.0,50.0,12,0,pink
2159,573,-16.0,31.0,60.0,25.0,42.0,9.0,209.0,0.0,10.0,20.0,30.0,12,0,pink
2160,573,-4.0,42.0,81.0,34.0,45.0,12.0,211.0,0.0,20.0,40.0,60.0,12,0,pink
2161,580,29.0,56.0,100.0,44.0,27.0,14.0,623.0,50.0,50.0,70.0,120.0,2,0,pink
2162,580,30.0,56.0,99.0,43.0,26.0,14.0,602.0,50.0,50.0,70.0,120.0,2,0,pink
2163,580,28.0,53.0,94.0,41.0,25.0,13.0,592.0,40.0,50.0,60.0,110.0,2,0,pink
2164,580,47.0,79.0,140.0,61.0,32.0,20.0,579.0,80.0,70.0,100.0,170.0,2,0,pink
2165,580,45.0,56.0,112.0,44.0,28.0,14.0,623.0,50.0,50.0,70.0,120.0,2,0,pink
2166,580,39.0,53.0,93.0,41.0,23.0,13.0,592.0,40.0,50.0,60.0,110.0,2,0,pink
2167,580,73.0,87.0,154.0,68.0,32.0,22.0,587.0,80.0,80.0,110.0,190.0,2,0,pink
2168,580,70.0,79.0,149.0,61.0,32.0,20.0,579.0,80.0,70.0,100.0,170.0,2,0,pink
2169,580,98.0,104.0,197.0,81.0,38.0,26.0,551.0,100.0,90.0,130.0,220.0,2,0,pink
2170,580,28.0,48.0,80.0,32.0,20.0,8.0,821.0,50.0,40.0,60.0,100.0,3,0,pink
2171,580,23.0,43.0,72.0,29.0,20.0,8.0,862.0,50.0,30.0,60.0,90.0,3,0,pink
2172,580,30.0,52.0,88.0,36.0,22.0,10.0,862.0,40.0,40.0,60.0,100.0,3,0,pink
2173,580,28.0,49.0,82.0,33.0,21.0,9.0,870.0,50.0,30.0,60.0,90.0,3,0,pink
2174,580,43.0,48.0,85.0,32.0,19.0,8.0,817.0,50.0,40.0,60.0,100.0,3,0,pink
2175,580,37.0,45.0,80.0,30.0,20.0,8.0,820.0,50.0,30.0,60.0,90.0,3,0,pink
2176,580,34.0,43.0,77.0,29.0,20.0,8.0,862.0,50.0,30.0,60.0,90.0,3,0,pink
2177,580,45.0,52.0,94.0,36.0,22.0,10.0,862.0,40.0,40.0,60.0,100.0,3,0,pink
2178,580,16.0,32.0,53.0,21.0,16.0,5.0,454.0,30.0,10.0,30.0,40.0,5,0,pink
2179,580,13.0,30.0,50.0,20.0,17.0,5.0,482.0,30.0,10.0,30.0,40.0,5,0,pink
2180,580,24.0,44.0,73.0,29.0,20.0,8.0,490.0,20.0,20.0,30.0,50.0,5,0,pink
2181,580,44.0,48.0,90.0,32.0,21.0,8.0,456.0,40.0,20.0,40.0,60.0,5,0,pink
2182,580,25.0,34.0,60.0,22.0,17.0,6.0,452.0,30.0,10.0,30.0,40.0,5,0,pink
2183,580,22.0,32.0,56.0,21.0,17.0,5.0,449.0,30.0,10.0,30.0,40.0,5,0,pink
2184,580,14.0,25.0,41.0,16.0,14.0,4.0,484.0,20.0,10.0,20.0,30.0,5,0,pink
2185,580,19.0,30.0,53.0,20.0,17.0,5.0,482.0,30.0,10.0,30.0,40.0,5,0,pink
2186,580,22.0,32.0,56.0,21.0,17.0,5.0,480.0,30.0,0.0,30.0,30.0,5,0,pink
2187,580,43.0,48.0,85.0,32.0,19.0,8.0,482.0,30.0,20.0,40.0,60.0,5,0,pink
2188,580,36.0,44.0,78.0,29.0,20.0,8.0,490.0,20.0,20.0,30.0,50.0,5,0,pink
2189,580,68.0,126.0,210.0,84.0,58.0,27.0,632.0,70.0,70.0,110.0,180.0,6,0,pink
2190,580,74.0,134.0,222.0,88.0,60.0,29.0,653.0,80.0,70.0,120.0,190.0,6,0,pink
2191,580,103.0,172.0,286.0,114.0,69.0,37.0,822.0,100.0,90.0,150.0,240.0,6,0,pink
2192,580,87.0,150.0,249.0,99.0,63.0,32.0,798.0,80.0,80.0,130.0,210.0,6,0,pink
2193,580,101.0,126.0,224.0,84.0,58.0,27.0,632.0,70.0,70.0,110.0,180.0,6,0,pink
2194,580,109.0,141.0,233.0,94.0,58.0,31.0,697.0,80.0,80.0,120.0,200.0,6,0,pink
2195,580,142.0,172.0,283.0,114.0,64.0,37.0,810.0,100.0,90.0,150.0,240.0,6,0,pink
2196,580,92.0,119.0,210.0,78.0,57.0,25.0,798.0,40.0,60.0,90.0,150.0,6,0,pink
2197,580,13.0,66.0,120.0,54.0,53.0,20.0,301.0,20.0,50.0,60.0,110.0,8,0,pink
2198,580,15.0,70.0,127.0,57.0,55.0,21.0,313.0,30.0,50.0,70.0,120.0,8,0,pink
2199,580,20.0,77.0,140.0,63.0,57.0,23.0,397.0,20.0,60.0,70.0,130.0,8,0,pink
2200,580,24.0,82.0,149.0,67.0,58.0,25.0,391.0,30.0,60.0,80.0,140.0,8,0,pink
2201,580,16.0,65.0,126.0,53.0,54.0,20.0,306.0,20.0,50.0,60.0,110.0,8,0,pink
2202,580,26.0,74.0,132.0,59.0,51.0,22.0,377.0,30.0,50.0,80.0,130.0,8,0,pink
2203,580,26.0,74.0,132.0,59.0,51.0,22.0,403.0,30.0,50.0,80.0,130.0,8,0,pink
2204,580,36.0,82.0,159.0,67.0,58.0,25.0,391.0,30.0,60.0,80.0,140.0,8,0,pink
2205,580,24.0,70.0,134.0,56.0,54.0,21.0,385.0,50.0,40.0,70.0,110.0,8,0,pink
2206,580,19.0,67.0,129.0,54.0,54.0,20.0,391.0,20.0,50.0,60.0,110.0,8,0,pink
2207,580,10.0,111.0,190.0,79.0,101.0,72.0,551.0,30.0,70.0,110.0,180.0,9,0,pink
2208,580,25.0,154.0,264.0,110.0,129.0,100.0,665.0,40.0,100.0,150.0,250.0,9,0,pink
2209,580,34.0,184.0,317.0,133.0,150.0,120.0,705.0,60.0,120.0,190.0,310.0,9,0,pink
2210,580,16.0,130.0,223.0,93.0,114.0,84.0,692.0,40.0,80.0,130.0,210.0,9,0,pink
2211,580,15.0,130.0,224.0,94.0,115.0,85.0,694.0,20.0,80.0,120.0,200.0,9,0,pink
2212,580,20.0,145.0,250.0,105.0,125.0,95.0,716.0,30.0,90.0,140.0,230.0,9,0,pink
2213,580,23.0,129.0,219.0,92.0,104.0,83.0,599.0,40.0,80.0,130.0,210.0,9,0,pink
2214,580,30.0,145.0,266.0,105.0,125.0,95.0,716.0,30.0,90.0,140.0,230.0,9,0,pink
2215,580,128.0,195.0,336.0,141.0,67.0,43.0,-942.0,110.0,120.0,160.0,280.0,4,0,pink
2216,580,82.0,134.0,230.0,96.0,52.0,29.0,-1555.0,80.0,80.0,110.0,190.0,4,0,pink
2217,580,104.0,120.0,220.0,86.0,50.0,26.0,300.0,70.0,70.0,100.0,170.0,4,0,pink
2218,580,145.0,155.0,285.0,112.0,57.0,34.0,-120.0,90.0,90.0,130.0,220.0,4,0,pink
2219,585,295.0,454.0,756.0,302.0,159.0,105.0,2250.0,300.0,280.0,430.0,710.0,2,1,purple
2220,585,77.0,79.0,142.0,54.0,27.0,15.0,601.0,60.0,50.0,80.0,130.0,13,0,pink
2221,585,-203.0,-60.0,61.0,121.0,143.0,110.0,901.0,-190.0,110.0,-60.0,50.0,5,0,pink
2222,585,-197.0,-53.0,68.0,121.0,144.0,110.0,2932.0,-180.0,110.0,-50.0,60.0,5,2,dark purple
2223,585,-301.0,-60.0,65.0,121.0,143.0,110.0,901.0,-190.0,110.0,-60.0,50.0,5,0,pink
2224,585,191.0,258.0,547.0,255.0,129.0,96.0,1622.0,70.0,140.0,150.0,290.0,9,1,purple
2225,585,303.0,331.0,614.0,245.0,127.0,93.0,1704.0,140.0,180.0,240.0,420.0,9,1,purple
2226,585,105.0,145.0,245.0,100.0,40.0,28.0,822.0,130.0,100.0,160.0,260.0,11,0,pink
2227,585,171.0,157.0,282.0,108.0,42.0,30.0,971.0,140.0,110.0,170.0,280.0,11,0,pink
2228,585,135.0,126.0,227.0,87.0,35.0,24.0,756.0,110.0,90.0,140.0,230.0,12,0,pink
2229,585,264.0,352.0,580.0,228.0,88.0,63.0,1402.0,280.0,210.0,350.0,560.0,7,1,purple
2230,585,182.0,280.0,546.0,266.0,98.0,74.0,1355.0,190.0,250.0,280.0,530.0,7,1,purple
2231,585,247.0,277.0,538.0,266.0,91.0,74.0,1319.0,190.0,250.0,280.0,530.0,7,1,purple
2232,603,20.0,55.0,93.0,38.0,35.0,12.0,241.0,30.0,30.0,50.0,80.0,1,0,pink
2233,603,25.0,60.0,101.0,41.0,35.0,13.0,236.0,40.0,30.0,60.0,90.0,1,0,pink
2234,603,29.0,64.0,107.0,43.0,35.0,13.0,231.0,40.0,40.0,60.0,100.0,1,0,pink
2235,603,33.0,72.0,121.0,49.0,39.0,15.0,241.0,40.0,40.0,70.0,110.0,1,0,pink
2236,603,35.0,74.0,125.0,51.0,39.0,16.0,265.0,40.0,40.0,70.0,110.0,1,0,pink
2237,603,41.0,82.0,138.0,56.0,41.0,17.0,302.0,50.0,50.0,80.0,130.0,1,0,pink
2238,603,49.0,90.0,151.0,61.0,41.0,19.0,329.0,70.0,50.0,90.0,140.0,1,0,pink
2239,603,48.0,90.0,151.0,61.0,42.0,19.0,322.0,70.0,50.0,90.0,140.0,1,0,pink
2240,603,33.0,71.0,120.0,49.0,38.0,15.0,315.0,50.0,40.0,70.0,110.0,1,0,pink
2241,603,33.0,71.0,120.0,49.0,38.0,15.0,310.0,60.0,30.0,60.0,90.0,1,0,pink
2242,603,30.0,67.0,113.0,46.0,37.0,14.0,316.0,40.0,40.0,60.0,100.0,1,0,pink
2243,603,37.0,75.0,127.0,52.0,38.0,16.0,327.0,50.0,40.0,70.0,110.0,1,0,pink
2244,603,31.0,55.0,104.0,38.0,37.0,12.0,241.0,30.0,30.0,50.0,80.0,1,0,pink
2245,603,37.0,60.0,108.0,41.0,35.0,13.0,236.0,40.0,30.0,60.0,90.0,1,0,pink
2246,603,43.0,64.0,114.0,43.0,35.0,13.0,231.0,40.0,40.0,60.0,100.0,1,0,pink
2247,603,49.0,72.0,129.0,49.0,39.0,15.0,241.0,40.0,40.0,70.0,110.0,1,0,pink
2248,603,48.0,74.0,124.0,51.0,36.0,16.0,265.0,40.0,40.0,70.0,110.0,1,0,pink
2249,603,57.0,82.0,137.0,56.0,38.0,17.0,302.0,50.0,50.0,80.0,130.0,1,0,pink
2250,603,68.0,90.0,150.0,61.0,38.0,19.0,329.0,70.0,50.0,90.0,140.0,1,0,pink
2251,603,66.0,90.0,150.0,61.0,39.0,19.0,322.0,70.0,50.0,90.0,140.0,1,0,pink
2252,603,49.0,71.0,128.0,49.0,38.0,15.0,315.0,50.0,40.0,70.0,110.0,1,0,pink
2253,603,49.0,71.0,128.0,49.0,38.0,15.0,310.0,60.0,30.0,60.0,90.0,1,0,pink
2254,603,45.0,67.0,120.0,46.0,37.0,14.0,316.0,40.0,40.0,60.0,100.0,1,0,pink
2255,603,55.0,75.0,135.0,52.0,38.0,16.0,327.0,50.0,40.0,70.0,110.0,1,0,pink
2256,603,25.0,72.0,120.0,48.0,47.0,15.0,372.0,40.0,40.0,70.0,110.0,2,0,pink
2257,603,23.0,69.0,114.0,45.0,46.0,14.0,366.0,30.0,40.0,60.0,100.0,2,0,pink
2258,603,26.0,72.0,119.0,47.0,46.0,15.0,361.0,40.0,40.0,70.0,110.0,2,0,pink
2259,603,27.0,75.0,125.0,50.0,48.0,16.0,372.0,40.0,40.0,70.0,110.0,2,0,pink
2260,603,31.0,80.0,132.0,52.0,49.0,17.0,397.0,50.0,40.0,80.0,120.0,2,0,pink
2261,603,42.0,94.0,156.0,62.0,52.0,20.0,436.0,60.0,50.0,90.0,140.0,2,0,pink
2262,603,43.0,96.0,160.0,64.0,53.0,21.0,467.0,60.0,60.0,90.0,150.0,2,0,pink
2263,603,44.0,96.0,160.0,64.0,52.0,21.0,460.0,60.0,60.0,90.0,150.0,2,0,pink
2264,603,34.0,84.0,139.0,55.0,50.0,18.0,453.0,50.0,50.0,80.0,130.0,2,0,pink
2265,603,24.0,69.0,114.0,45.0,45.0,14.0,447.0,50.0,30.0,60.0,90.0,2,0,pink
2266,603,20.0,66.0,109.0,43.0,46.0,14.0,452.0,30.0,30.0,60.0,90.0,2,0,pink
2267,603,28.0,74.0,122.0,48.0,46.0,15.0,462.0,30.0,40.0,60.0,100.0,2,0,pink
2268,603,39.0,72.0,134.0,48.0,49.0,15.0,372.0,40.0,40.0,70.0,110.0,2,0,pink
2269,603,34.0,69.0,121.0,45.0,46.0,14.0,366.0,30.0,40.0,60.0,100.0,2,0,pink
2270,603,39.0,72.0,127.0,47.0,46.0,15.0,361.0,40.0,40.0,70.0,110.0,2,0,pink
2271,603,40.0,75.0,133.0,50.0,48.0,16.0,372.0,40.0,40.0,70.0,110.0,2,0,pink
2272,603,43.0,80.0,131.0,52.0,46.0,17.0,397.0,50.0,40.0,80.0,120.0,2,0,pink
2273,603,58.0,94.0,155.0,62.0,48.0,20.0,436.0,60.0,50.0,90.0,140.0,2,0,pink
2274,603,59.0,96.0,159.0,64.0,49.0,21.0,467.0,60.0,60.0,90.0,150.0,2,0,pink
2275,603,61.0,96.0,159.0,64.0,48.0,21.0,460.0,60.0,60.0,90.0,150.0,2,0,pink
2276,603,50.0,84.0,148.0,55.0,50.0,18.0,453.0,50.0,50.0,80.0,130.0,2,0,pink
2277,603,36.0,69.0,121.0,45.0,45.0,14.0,447.0,50.0,30.0,60.0,90.0,2,0,pink
2278,603,30.0,66.0,116.0,43.0,46.0,14.0,452.0,30.0,30.0,60.0,90.0,2,0,pink
2279,603,42.0,74.0,130.0,48.0,46.0,15.0,462.0,30.0,40.0,60.0,100.0,2,0,pink
2280,603,11.0,26.0,43.0,17.0,15.0,4.0,777.0,20.0,10.0,30.0,40.0,13,0,pink
2281,603,32.0,43.0,43.0,0.0,11.0,0.0,774.0,30.0,0.0,40.0,40.0,13,0,pink
2282,603,32.0,43.0,43.0,0.0,11.0,0.0,731.0,30.0,0.0,40.0,40.0,13,0,pink
2283,603,32.0,43.0,43.0,0.0,11.0,0.0,688.0,30.0,0.0,40.0,40.0,13,0,pink
2284,603,32.0,43.0,43.0,0.0,11.0,0.0,645.0,30.0,0.0,40.0,40.0,13,0,pink
2285,603,32.0,43.0,43.0,0.0,11.0,0.0,602.0,30.0,0.0,40.0,40.0,13,0,pink
2286,603,31.0,43.0,43.0,0.0,12.0,0.0,559.0,30.0,0.0,40.0,40.0,13,0,pink
2287,603,31.0,43.0,43.0,0.0,12.0,0.0,516.0,30.0,0.0,40.0,40.0,13,0,pink
2288,603,31.0,43.0,43.0,0.0,12.0,0.0,473.0,30.0,0.0,40.0,40.0,13,0,pink
2289,603,32.0,43.0,43.0,0.0,11.0,0.0,430.0,40.0,0.0,40.0,40.0,13,0,pink
2290,603,32.0,43.0,43.0,0.0,11.0,0.0,387.0,30.0,0.0,40.0,40.0,13,0,pink
2291,603,32.0,43.0,43.0,0.0,11.0,0.0,344.0,30.0,0.0,40.0,40.0,13,0,pink
2292,603,17.0,26.0,48.0,17.0,16.0,4.0,777.0,20.0,10.0,30.0,40.0,13,0,pink
2293,603,47.0,43.0,46.0,0.0,11.0,0.0,774.0,30.0,0.0,40.0,40.0,13,0,pink
2294,603,47.0,43.0,46.0,0.0,11.0,0.0,731.0,30.0,0.0,40.0,40.0,13,0,pink
2295,603,47.0,43.0,46.0,0.0,11.0,0.0,688.0,30.0,0.0,40.0,40.0,13,0,pink
2296,603,44.0,43.0,43.0,0.0,10.0,0.0,645.0,30.0,0.0,40.0,40.0,13,0,pink
2297,603,44.0,43.0,43.0,0.0,10.0,0.0,602.0,30.0,0.0,40.0,40.0,13,0,pink
2298,603,43.0,43.0,43.0,0.0,11.0,0.0,559.0,30.0,0.0,40.0,40.0,13,0,pink
2299,603,43.0,43.0,43.0,0.0,11.0,0.0,516.0,30.0,0.0,40.0,40.0,13,0,pink
2300,603,46.0,43.0,46.0,0.0,12.0,0.0,473.0,30.0,0.0,40.0,40.0,13,0,pink
2301,603,47.0,43.0,46.0,0.0,11.0,0.0,430.0,40.0,0.0,40.0,40.0,13,0,pink
2302,603,47.0,43.0,46.0,0.0,11.0,0.0,387.0,30.0,0.0,40.0,40.0,13,0,pink
2303,603,47.0,43.0,46.0,0.0,11.0,0.0,344.0,30.0,0.0,40.0,40.0,13,0,pink
2304,603,-10.0,53.0,90.0,37.0,63.0,34.0,261.0,0.0,30.0,50.0,80.0,5,0,pink
2305,603,-7.0,61.0,104.0,43.0,68.0,39.0,256.0,10.0,40.0,60.0,100.0,5,0,pink
2306,603,-7.0,63.0,107.0,44.0,70.0,40.0,251.0,10.0,40.0,60.0,100.0,5,0,pink
2307,603,-6.0,63.0,107.0,44.0,69.0,40.0,261.0,10.0,40.0,60.0,100.0,5,0,pink
2308,603,-7.0,61.0,104.0,43.0,68.0,39.0,282.0,10.0,40.0,60.0,100.0,5,0,pink
2309,603,-4.0,73.0,125.0,52.0,77.0,47.0,313.0,20.0,40.0,80.0,120.0,5,0,pink
2310,603,-1.0,82.0,141.0,59.0,83.0,53.0,338.0,10.0,50.0,80.0,130.0,5,0,pink
2311,603,1.0,88.0,151.0,63.0,87.0,57.0,332.0,10.0,60.0,80.0,140.0,5,0,pink
2312,603,-7.0,62.0,106.0,44.0,69.0,40.0,325.0,10.0,40.0,60.0,100.0,5,0,pink
2313,603,-7.0,64.0,109.0,45.0,71.0,41.0,320.0,30.0,30.0,60.0,90.0,5,0,pink
2314,603,-8.0,62.0,106.0,44.0,70.0,40.0,325.0,10.0,40.0,60.0,100.0,5,0,pink
2315,603,-4.0,69.0,118.0,49.0,73.0,44.0,335.0,10.0,40.0,70.0,110.0,5,0,pink
2316,603,-16.0,53.0,101.0,37.0,66.0,34.0,261.0,0.0,30.0,50.0,80.0,5,0,pink
2317,603,-10.0,61.0,111.0,43.0,68.0,39.0,256.0,10.0,40.0,60.0,100.0,5,0,pink
2318,603,-10.0,63.0,114.0,44.0,70.0,40.0,251.0,10.0,40.0,60.0,100.0,5,0,pink
2319,603,-9.0,63.0,114.0,44.0,69.0,40.0,261.0,10.0,40.0,60.0,100.0,5,0,pink
2320,603,-10.0,61.0,103.0,43.0,63.0,39.0,282.0,10.0,40.0,60.0,100.0,5,0,pink
2321,603,-6.0,73.0,124.0,52.0,72.0,47.0,313.0,20.0,40.0,80.0,120.0,5,0,pink
2322,603,-1.0,82.0,140.0,59.0,77.0,53.0,338.0,10.0,50.0,80.0,130.0,5,0,pink
2323,603,1.0,88.0,150.0,63.0,81.0,57.0,332.0,10.0,60.0,80.0,140.0,5,0,pink
2324,603,-10.0,62.0,113.0,44.0,69.0,40.0,325.0,10.0,40.0,60.0,100.0,5,0,pink
2325,603,-10.0,64.0,116.0,45.0,71.0,41.0,320.0,30.0,30.0,60.0,90.0,5,0,pink
2326,603,-12.0,62.0,113.0,44.0,70.0,40.0,325.0,10.0,40.0,60.0,100.0,5,0,pink
2327,603,-6.0,69.0,126.0,49.0,73.0,44.0,335.0,10.0,40.0,70.0,110.0,5,0,pink
2328,603,-4.0,42.0,76.0,34.0,46.0,12.0,197.0,0.0,20.0,30.0,50.0,9,0,pink
2329,603,-4.0,41.0,74.0,33.0,45.0,12.0,193.0,0.0,20.0,30.0,50.0,9,0,pink
2330,603,-3.0,42.0,75.0,33.0,45.0,12.0,190.0,0.0,20.0,30.0,50.0,9,0,pink
2331,603,-3.0,44.0,79.0,35.0,47.0,13.0,197.0,10.0,20.0,40.0,60.0,9,0,pink
2332,603,-1.0,45.0,81.0,36.0,46.0,13.0,212.0,10.0,20.0,40.0,60.0,9,0,pink
2333,603,0.0,46.0,82.0,36.0,46.0,13.0,236.0,10.0,20.0,40.0,60.0,9,0,pink
2334,603,0.0,46.0,82.0,36.0,46.0,13.0,252.0,10.0,20.0,40.0,60.0,9,0,pink
2335,603,1.0,48.0,86.0,38.0,47.0,14.0,248.0,10.0,20.0,40.0,60.0,9,0,pink
2336,603,2.0,51.0,91.0,40.0,49.0,15.0,244.0,10.0,30.0,40.0,70.0,9,0,pink
2337,603,-3.0,43.0,77.0,34.0,46.0,12.0,240.0,20.0,10.0,30.0,40.0,9,0,pink
2338,603,-4.0,41.0,74.0,33.0,45.0,12.0,243.0,0.0,20.0,30.0,50.0,9,0,pink
2339,603,2.0,49.0,88.0,39.0,47.0,14.0,250.0,10.0,20.0,40.0,60.0,9,0,pink
2340,603,-6.0,42.0,85.0,34.0,48.0,12.0,197.0,0.0,20.0,30.0,50.0,9,0,pink
2341,603,-6.0,41.0,79.0,33.0,45.0,12.0,193.0,0.0,20.0,30.0,50.0,9,0,pink
2342,603,-4.0,42.0,80.0,33.0,45.0,12.0,190.0,0.0,20.0,30.0,50.0,9,0,pink
2343,603,-4.0,44.0,84.0,35.0,47.0,13.0,197.0,10.0,20.0,40.0,60.0,9,0,pink
2344,603,-1.0,45.0,80.0,36.0,43.0,13.0,212.0,10.0,20.0,40.0,60.0,9,0,pink
2345,603,0.0,46.0,81.0,36.0,43.0,13.0,236.0,10.0,20.0,40.0,60.0,9,0,pink
2346,603,0.0,46.0,81.0,36.0,43.0,13.0,252.0,10.0,20.0,40.0,60.0,9,0,pink
2347,603,1.0,48.0,85.0,38.0,44.0,14.0,248.0,10.0,20.0,40.0,60.0,9,0,pink
2348,603,3.0,51.0,97.0,40.0,49.0,15.0,244.0,10.0,30.0,40.0,70.0,9,0,pink
2349,603,-4.0,43.0,82.0,34.0,46.0,12.0,240.0,20.0,10.0,30.0,40.0,9,0,pink
2350,603,-6.0,41.0,79.0,33.0,45.0,12.0,243.0,0.0,20.0,30.0,50.0,9,0,pink
2351,603,3.0,49.0,94.0,39.0,47.0,14.0,250.0,10.0,20.0,40.0,60.0,9,0,pink
2352,603,10.0,27.0,45.0,18.0,17.0,5.0,821.0,20.0,10.0,30.0,40.0,11,0,pink
2353,603,11.0,27.0,45.0,18.0,16.0,5.0,818.0,20.0,10.0,30.0,40.0,11,0,pink
2354,603,11.0,27.0,45.0,18.0,16.0,5.0,816.0,20.0,10.0,30.0,40.0,11,0,pink
2355,603,12.0,28.0,47.0,19.0,16.0,5.0,820.0,20.0,20.0,30.0,50.0,11,0,pink
2356,603,12.0,29.0,49.0,20.0,17.0,5.0,829.0,20.0,20.0,30.0,50.0,11,0,pink
2357,603,17.0,35.0,58.0,23.0,18.0,6.0,843.0,30.0,20.0,40.0,60.0,11,0,pink
2358,603,17.0,36.0,61.0,25.0,19.0,7.0,854.0,30.0,20.0,40.0,60.0,11,0,pink
2359,603,20.0,38.0,63.0,25.0,18.0,7.0,851.0,30.0,20.0,40.0,60.0,11,0,pink
2360,603,12.0,29.0,48.0,19.0,17.0,5.0,848.0,20.0,20.0,30.0,50.0,11,0,pink
2361,603,14.0,31.0,52.0,21.0,17.0,5.0,846.0,30.0,20.0,30.0,50.0,11,0,pink
2362,603,8.0,24.0,39.0,15.0,16.0,4.0,848.0,20.0,10.0,30.0,40.0,11,0,pink
2363,603,10.0,25.0,41.0,16.0,15.0,4.0,851.0,20.0,10.0,30.0,40.0,11,0,pink
2364,603,16.0,27.0,50.0,18.0,18.0,5.0,821.0,20.0,10.0,30.0,40.0,11,0,pink
2365,603,16.0,27.0,48.0,18.0,16.0,5.0,818.0,20.0,10.0,30.0,40.0,11,0,pink
2366,603,16.0,27.0,48.0,18.0,16.0,5.0,816.0,20.0,10.0,30.0,40.0,11,0,pink
2367,603,18.0,28.0,50.0,19.0,16.0,5.0,820.0,20.0,20.0,30.0,50.0,11,0,pink
2368,603,17.0,29.0,49.0,20.0,16.0,5.0,829.0,20.0,20.0,30.0,50.0,11,0,pink
2369,603,23.0,35.0,57.0,23.0,17.0,6.0,843.0,30.0,20.0,40.0,60.0,11,0,pink
2370,603,23.0,36.0,60.0,25.0,18.0,7.0,854.0,30.0,20.0,40.0,60.0,11,0,pink
2371,603,28.0,38.0,62.0,25.0,17.0,7.0,851.0,30.0,20.0,40.0,60.0,11,0,pink
2372,603,18.0,29.0,51.0,19.0,17.0,5.0,848.0,20.0,20.0,30.0,50.0,11,0,pink
2373,603,21.0,31.0,55.0,21.0,17.0,5.0,846.0,30.0,20.0,30.0,50.0,11,0,pink
2374,603,12.0,24.0,42.0,15.0,16.0,4.0,848.0,20.0,10.0,30.0,40.0,11,0,pink
2375,603,15.0,25.0,44.0,16.0,15.0,4.0,851.0,20.0,10.0,30.0,40.0,11,0,pink
2376,603,-8.0,36.0,65.0,29.0,44.0,11.0,169.0,0.0,20.0,40.0,60.0,7,0,pink
2377,603,-6.0,38.0,68.0,30.0,44.0,11.0,165.0,0.0,20.0,40.0,60.0,7,0,pink
2378,603,-4.0,42.0,75.0,33.0,46.0,12.0,162.0,0.0,30.0,40.0,70.0,7,0,pink
2379,603,-9.0,36.0,65.0,29.0,45.0,11.0,169.0,0.0,20.0,40.0,60.0,7,0,pink
